,,,,,,,,,,,,,,,,,,
,,,,,Loading Unit Time Profile,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Report Created On:,,,,,10-08-2026
,Parameters:,,,,,,,,,Description:,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,This report contains a spreadsheet of all the status that a specified loading unit has incurred for the specified time period.,,,,,,,,
,,Start Shift Date:,,,01-07-2026,,,,,,,,,,,,,
,,End Shift Date:,,,31-07-2026,,,,,,,,,,,,,
,,Loader:,,,EX001,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,IsDst:,,,False,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,01-07-2026,,,,,,,,,,,,,,,,,
,Timestamp,,,,,Status Code,,Sub-Status Code,,,,"Duration
(min)",,,Hauling Unit,,,
,02-07-2026,,,,,LU Loading,,,,,,3.1,,,RD226,,,
,02-07-2026,,,,,LU Loading,,,,,,9.62,,,RD121,,,
,02-07-2026,,,,,Waiting,,,,,,0.82,,,RD229,,,
,02-07-2026,,,,,Spotting,,,,,,0.55,,,RD229,,,
,02-07-2026,,,,,LU Loading,,,,,,3.65,,,RD229,,,
,02-07-2026,,,,,Waiting,,,,,,0.13,,,RD239,,,
,02-07-2026,,,,,LU Loading,,,,,,4.88,,,RD239,,,
,02-07-2026,,,,,Waiting,,,,,,1.7,,,RD132,,,
,02-07-2026,,,,,LU Loading,,,,,,3.37,,,RD132,,,
,02-07-2026,,,,,Waiting,,,,,,1.18,,,RD126,,,
,02-07-2026,,,,,LU Loading,,,,,,3.23,,,RD126,,,
,02-07-2026,,,,,Waiting,,,,,,1.02,,,RD143,,,
,02-07-2026,,,,,Spotting,,,,,,0.52,,,RD143,,,
,02-07-2026,,,,,LU Loading,,,,,,4.77,,,RD143,,,
,02-07-2026,,,,,Waiting,,,,,,0.6,,,RD226,,,
,02-07-2026,,,,,LU Loading,,,,,,6.47,,,RD226,,,
,02-07-2026,,,,,Waiting,,,,,,7.38,,,RD229,,,
,02-07-2026,,,,,LU Loading,,,,,,3.35,,,RD229,,,
,02-07-2026,,,,,LU Loading,,,,,,6.7,,,RD239,,,
,02-07-2026,,,,,LU Loading,,,,,,2.92,,,RD132,,,
,02-07-2026,,,,,LU Loading,,,,,,4.88,,,RD126,,,
,02-07-2026,,,,,Waiting,,,,,,5.23,,,RD226,,,
,02-07-2026,,,,,Spotting,,,,,,0.23,,,RD226,,,
,02-07-2026,,,,,LU Loading,,,,,,4.5,,,RD226,,,
,02-07-2026,,,,,Waiting,,,,,,17.4,,,RD229,,,
,02-07-2026,,,,,LU Loading,,,,,,5.55,,,RD229,,,
,02-07-2026,,,,,LU Loading,,,,,,2.77,,,RD239,,,
,02-07-2026,,,,,Spotting,,,,,,0.35,,,RD226,,,
,02-07-2026,,,,,LU Loading,,,,,,4.52,,,RD226,,,
,02-07-2026,,,,,Spotting,,,,,,1.2,,,RD132,,,
,02-07-2026,,,,,LU Loading,,,,,,3.03,,,RD132,,,
,02-07-2026,,,,,Waiting,,,,,,27.55,,,RD238,,,
,02-07-2026,,,,,LU Loading,,,,,,5.7,,,RD238,,,
,02-07-2026,,,,,LU Loading,,,,,,4.7,,,RD229,,,
,02-07-2026,,,,,Waiting,,,,,,0.15,,,RD226,,,
,02-07-2026,,,,,LU Loading,,,,,,5.9,,,RD226,,,
,02-07-2026,,,,,Waiting,,,,,,0.27,,,RD122,,,
,02-07-2026,,,,,LU Loading,,,,,,6.22,,,RD122,,,
,02-07-2026,,,,,Spotting,,,,,,0.65,,,RD239,,,
,02-07-2026,,,,,LU Loading,,,,,,3.95,,,RD239,,,
,02-07-2026,,,,,Spotting,,,,,,0.13,,,RD132,,,
,02-07-2026,,,,,LU Loading,,,,,,3.15,,,RD132,,,
,02-07-2026,,,,,Waiting,,,,,,6.42,,,RD229,,,
,02-07-2026,,,,,Fuel Filling,,,,,,16.8,,,RD229,,,
,02-07-2026,,,,,Waiting,,,,,,0.02,,,RD229,,,
,02-07-2026,,,,,LU Loading,,,,,,0.02,,,RD229,,,
,02-07-2026,,,,,Waiting,,,,,,14.52,,,RD126,,,
,02-07-2026,,,,,LU Loading,,,,,,1.95,,,RD126,,,
,02-07-2026,,,,,Waiting,,,,,,1.72,,,RD253,,,
,02-07-2026,,,,,LU Loading,,,,,,2.53,,,RD253,,,
,02-07-2026,,,,,Waiting,,,,,,1.35,,,RD226,,,
,02-07-2026,,,,,Spotting,,,,,,0.35,,,RD226,,,
,02-07-2026,,,,,LU Loading,,,,,,3.28,,,RD226,,,
,02-07-2026,,,,,Waiting,,,,,,0.3,,,RD238,,,
,02-07-2026,,,,,LU Loading,,,,,,3.7,,,RD238,,,
,02-07-2026,,,,,Spotting,,,,,,0.38,,,RD239,,,
,02-07-2026,,,,,LU Loading,,,,,,4.43,,,RD239,,,
,02-07-2026,,,,,Waiting,,,,,,10.18,,,RD229,,,
,02-07-2026,,,,,LU Loading,,,,,,2.45,,,RD229,,,
,02-07-2026,,,,,Waiting,,,,,,1.47,,,RD126,,,
,02-07-2026,,,,,LU Loading,,,,,,3.52,,,RD126,,,
,02-07-2026,,,,,Spotting,,,,,,0.63,,,RD132,,,
,02-07-2026,,,,,LU Loading,,,,,,4.33,,,RD132,,,
,02-07-2026,,,,,Waiting,,,,,,0.47,,,RD253,,,
,02-07-2026,,,,,Spotting,,,,,,0.28,,,RD253,,,
,02-07-2026,,,,,LU Loading,,,,,,3.45,,,RD253,,,
,02-07-2026,,,,,Spotting,,,,,,0.02,,,RD238,,,
,02-07-2026,,,,,LU Loading,,,,,,7.97,,,RD238,,,
,02-07-2026,,,,,Waiting,,,,,,5.57,,,RD229,,,
,02-07-2026,,,,,LU Loading,,,,,,3.55,,,RD229,,,
,02-07-2026,,,,,Waiting,,,,,,0.47,,,RD226,,,
,02-07-2026,,,,,Spotting,,,,,,0.55,,,RD226,,,
,02-07-2026,,,,,LU Loading,,,,,,3.53,,,RD226,,,
,02-07-2026,,,,,Spotting,,,,,,0.03,,,RD126,,,
,02-07-2026,,,,,LU Loading,,,,,,4.48,,,RD126,,,
,02-07-2026,,,,,LU Loading,,,,,,4.58,,,RD253,,,
,02-07-2026,,,,,Waiting,,,,,,4.58,,,RD238,,,
,02-07-2026,,,,,Spotting,,,,,,0.33,,,RD238,,,
,02-07-2026,,,,,LU Loading,,,,,,3.3,,,RD238,,,
