textbox1,textbox19,textbox20,textbox17,textbox16,textbox14,textbox12,textbox15,textbox13,textbox7,textbox26,textbox27,textbox297,textbox298,textbox28,textbox18
Status and Sub-Status by Hauling Unit,Report Created On:,12-08-2026,Description:,Parameters:,Start Shift Date:,01-07-2026,End Shift Date:,31-07-2026,,,All,Status Category:,Fleet:,All,This report contains a spreadsheet of all the statuses that the specified hauling unit was in during the specified time period.

Textbox3,Textbox38,Textbox40,Textbox42,textbox4,FLT_DESC1,NAME,STATUSCAT_DESCRIP,STATUS_DESC,SUB_STATUS_DESC,DURATION1,Textbox29,Textbox33,Textbox34,DURATION
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 773E,RD-O03,Net Operating,N03 - Empty,,107.07,Total,7435.22,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 773E,RD-O03,Net Operating,N03 - Empty,N031 - Empty Stopped,54.98,Total,7435.22,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 773E,RD-O03,Net Operating,N04 - Hauling,,76.47,Total,7435.22,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 773E,RD-O03,Net Operating,N04 - Hauling,N041 - Hauling Stopped,4.50,Total,7435.22,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 773E,RD-O03,Net Operating,N05 - Spot at LU,,2.85,Total,7435.22,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 773E,RD-O03,Net Operating,N06 - Queue At LU,,16.24,Total,7435.22,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 773E,RD-O03,Net Operating,N07 - Dumping,,4.26,Total,7435.22,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 773E,RD-O03,Net Operating,N09 - General Production,,0.00,Total,7435.22,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 773E,RD-O03,Standby,S03 - Schedule No Work,,12.91,Total,7435.22,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 773E,RD-O04,Delay,D03 - Delay At Hopper,,1.61,Total,7435.22,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 773E,RD-O04,Delay,S19 - Tea/ Breakfast / Snacks,,11.85,Total,7435.22,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 773E,RD-O04,Delay,S20 - Shift Change,,10.90,Total,7435.22,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 773E,RD-O04,Down,O01 -  Down,,665.40,Total,7435.22,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 773E,RD-O04,Net Operating,N00 - Wait At Dump,,7.41,Total,7435.22,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 773E,RD-O04,Net Operating,N01 - Truck Loading,,4.42,Total,7435.22,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 773E,RD-O04,Net Operating,N03 - Empty,,17.25,Total,7435.22,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 773E,RD-O04,Net Operating,N03 - Empty,N031 - Empty Stopped,13.46,Total,7435.22,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 773E,RD-O04,Net Operating,N04 - Hauling,,5.61,Total,7435.22,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 773E,RD-O04,Net Operating,N04 - Hauling,N041 - Hauling Stopped,0.18,Total,7435.22,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 773E,RD-O04,Net Operating,N05 - Spot at LU,,0.19,Total,7435.22,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 773E,RD-O04,Net Operating,N06 - Queue At LU,,1.46,Total,7435.22,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 773E,RD-O04,Net Operating,N07 - Dumping,,0.92,Total,7435.22,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 773E,RD-O04,Standby,S03 - Schedule No Work,,3.33,Total,7435.22,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-121,Delay,D03 - Delay At Hopper,,1.77,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-121,Delay,S10 - Change Operators,,14.39,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-121,Delay,S19 - Tea/ Breakfast / Snacks,,20.37,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-121,Delay,S20 - Shift Change,,130.79,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-121,Delay,S25 - Toilet Break,,1.49,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-121,Down,O01 -  Down,,56.63,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-121,Down,O03 - Daily Service,,34.77,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-121,Net Operating,N00 - Wait At Dump,,11.13,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-121,Net Operating,N01 - Truck Loading,,27.52,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-121,Net Operating,N02 - Wait At LU,,0.57,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-121,Net Operating,N03 - Empty,,125.82,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-121,Net Operating,N03 - Empty,N031 - Empty Stopped,61.77,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-121,Net Operating,N04 - Hauling,,76.51,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-121,Net Operating,N04 - Hauling,N041 - Hauling Stopped,8.83,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-121,Net Operating,N05 - Spot at LU,,1.13,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-121,Net Operating,N06 - Queue At LU,,6.91,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-121,Net Operating,N07 - Dumping,,2.84,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-121,Standby,S03 - Schedule No Work,,160.10,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-122,Delay,S05 - Stuck in Mud,,1.37,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-122,Delay,S10 - Change Operators,,2.89,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-122,Delay,S19 - Tea/ Breakfast / Snacks,,11.66,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-122,Delay,S20 - Shift Change,,46.70,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-122,Delay,S25 - Toilet Break,,0.09,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-122,Delay,S31 - Fuel Filling,,0.10,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-122,Down,O01 -  Down,,241.60,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-122,Down,O03 - Daily Service,,39.17,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-122,Net Operating,N00 - Wait At Dump,,1.39,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-122,Net Operating,N01 - Truck Loading,,9.38,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-122,Net Operating,N03 - Empty,,42.26,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-122,Net Operating,N03 - Empty,N031 - Empty Stopped,29.35,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-122,Net Operating,N04 - Hauling,,21.41,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-122,Net Operating,N04 - Hauling,N041 - Hauling Stopped,2.73,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-122,Net Operating,N05 - Spot at LU,,0.31,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-122,Net Operating,N06 - Queue At LU,,3.18,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-122,Net Operating,N07 - Dumping,,1.78,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-122,Net Operating,N09 - General Production,,0.00,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-122,Standby,S03 - Schedule No Work,,288.75,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-123,Delay,S10 - Change Operators,,2.97,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-123,Delay,S19 - Tea/ Breakfast / Snacks,,4.37,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-123,Delay,S20 - Shift Change,,9.92,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-123,Delay,S31 - Fuel Filling,,0.33,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-123,Down,O01 -  Down,,654.60,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-123,Down,O03 - Daily Service,,2.74,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-123,Down,O05 - Breakdown Maintenance,,0.00,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-123,Net Operating,N00 - Wait At Dump,,0.15,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-123,Net Operating,N01 - Truck Loading,,1.85,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-123,Net Operating,N03 - Empty,,26.10,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-123,Net Operating,N03 - Empty,N031 - Empty Stopped,10.89,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-123,Net Operating,N04 - Hauling,,8.43,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-123,Net Operating,N04 - Hauling,N041 - Hauling Stopped,0.29,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-123,Net Operating,N05 - Spot at LU,,0.01,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-123,Net Operating,N06 - Queue At LU,,0.23,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-123,Net Operating,N07 - Dumping,,0.43,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-123,Standby,S03 - Schedule No Work,,20.54,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-126,Delay,D03 - Delay At Hopper,,2.71,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-126,Delay,S10 - Change Operators,,7.68,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-126,Delay,S19 - Tea/ Breakfast / Snacks,,23.51,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-126,Delay,S20 - Shift Change,,58.94,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-126,Delay,S25 - Toilet Break,,1.28,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-126,Delay,S31 - Fuel Filling,,0.12,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-126,Down,O01 -  Down,,163.75,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-126,Down,O03 - Daily Service,,21.59,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-126,Net Operating,N00 - Wait At Dump,,11.88,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-126,Net Operating,N01 - Truck Loading,,14.61,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-126,Net Operating,N02 - Wait At LU,,0.01,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-126,Net Operating,N03 - Empty,,88.73,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-126,Net Operating,N03 - Empty,N031 - Empty Stopped,35.09,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-126,Net Operating,N04 - Hauling,,63.08,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-126,Net Operating,N04 - Hauling,N041 - Hauling Stopped,9.57,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-126,Net Operating,N05 - Spot at LU,,0.99,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-126,Net Operating,N06 - Queue At LU,,5.22,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-126,Net Operating,N07 - Dumping,,4.51,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-126,Standby,S03 - Schedule No Work,,229.41,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-132,Delay,S10 - Change Operators,,4.70,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-132,Delay,S19 - Tea/ Breakfast / Snacks,,13.46,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-132,Delay,S20 - Shift Change,,68.07,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-132,Delay,S25 - Toilet Break,,0.20,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-132,Delay,S31 - Fuel Filling,,0.02,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-132,Down,O01 -  Down,,63.13,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-132,Down,O03 - Daily Service,,14.22,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-132,Net Operating,N00 - Wait At Dump,,3.85,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-132,Net Operating,N01 - Truck Loading,,9.81,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-132,Net Operating,N03 - Empty,,49.51,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-132,Net Operating,N03 - Empty,N031 - Empty Stopped,26.18,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-132,Net Operating,N04 - Hauling,,34.62,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-132,Net Operating,N04 - Hauling,N041 - Hauling Stopped,5.94,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-132,Net Operating,N05 - Spot at LU,,0.34,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-132,Net Operating,N06 - Queue At LU,,7.20,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-132,Net Operating,N07 - Dumping,,0.71,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-132,Standby,S03 - Schedule No Work,,441.74,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-132,Standby,S04 - Unscheduled No Work,,0.00,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-136,Delay,S10 - Change Operators,,1.25,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-136,Delay,S19 - Tea/ Breakfast / Snacks,,8.37,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-136,Delay,S20 - Shift Change,,7.09,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-136,Down,O01 -  Down,,145.05,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-136,Down,O03 - Daily Service,,124.17,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-136,Net Operating,N00 - Wait At Dump,,0.27,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-136,Net Operating,N01 - Truck Loading,,1.31,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-136,Net Operating,N03 - Empty,,8.83,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-136,Net Operating,N03 - Empty,N031 - Empty Stopped,6.31,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-136,Net Operating,N04 - Hauling,,3.70,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-136,Net Operating,N04 - Hauling,N041 - Hauling Stopped,0.02,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-136,Net Operating,N05 - Spot at LU,,0.01,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-136,Net Operating,N06 - Queue At LU,,0.66,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-136,Net Operating,N07 - Dumping,,0.22,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-136,Standby,S03 - Schedule No Work,,436.75,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-141,Delay,D03 - Delay At Hopper,,1.71,Total,5948.60,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777D SII,RD-141,Delay,S10 - Change Operators,,9.44,Total,5948.60,Grand Total,51923.57
